Date,0C Magnetic Field - X ([nT]),0B Magnetic Field - Y ([nT]),0A Magnetic Field - Z ([nT]),
2016-01-20 03:59:00,21317.4,3728.80000000002,51564.6,
2016-01-20 04:00:00,21330.8,3728.80000000002,51537.6,
2016-01-20 04:01:00,21008.6,4024.20000000001,51242.2,
2016-01-20 04:02:00,-49637.4,18714.6,-136188.96,
2016-01-20 04:03:00,-49999.8,19748.6,-136511.22,
2016-01-20 04:04:00,-49986.4,19694.8,-136538.08,
2016-01-20 04:05:00,-49771.6,19439.8,-136229.24,
2016-01-20 04:06:00,-49650.8,19319,-136175.52,
2016-01-20 04:07:00,-49677.6,19345.8,-136135.24,
2016-01-20 04:08:00,-49650.8,19292,-136162.1,
2016-01-20 04:09:00,-49610.4,19251.8,-136121.8,
2016-01-20 04:10:00,-49650.8,19278.6,-136162.1,
2016-01-20 04:11:00,-49691,19292,-136108.38,
2016-01-20 04:12:00,-49664.2,19278.6,-136135.24,
2016-01-20 04:13:00,-49691,19278.6,-136108.38,
2016-01-20 04:14:00,-49691,19292,-136135.24,
2016-01-20 04:15:00,-49664.2,19265.2,-136148.66,
2016-01-20 04:16:00,-49919.2,19547.2,-136430.66,
2016-01-20 04:17:00,-49758.2,19386,-136256.1,
2016-01-20 04:18:00,-49986.4,19574,-136538.08,
2016-01-20 04:19:00,-50013.2,19614.4,-136551.52,
2016-01-20 04:20:00,-49731.2,19265.2,-136148.66,
2016-01-20 04:21:00,-49717.8,19238.4,-136175.52,
2016-01-20 04:22:00,-49771.6,19278.6,-136162.1,
2016-01-20 04:23:00,-49717.8,19251.8,-136202.38,
2016-01-20 04:24:00,-49717.8,19265.2,-136188.96,
2016-01-20 04:25:00,-49691,19198,-136135.24,
2016-01-20 04:26:00,-49758.2,19278.6,-136148.66,
2016-01-20 04:27:00,-49691,19238.4,-136175.52,
2016-01-20 04:28:00,-49704.4,19198,-136135.24,
2016-01-20 04:29:00,-49704.4,19224.8,-136121.8,
2016-01-20 04:30:00,-49717.8,19251.8,-136175.52,
2016-01-20 04:31:00,-49879,19413,-136376.94,
2016-01-20 04:32:00,-49785,19413,-136309.8,
2016-01-20 04:33:00,-50120.8,19708.4,-136564.94,
2016-01-20 04:34:00,-50080.4,19641.2,-136564.94,
2016-01-20 04:35:00,-49691,19198,-136148.66,
2016-01-20 04:36:00,-49717.8,19224.8,-136135.24,
2016-01-20 04:37:00,-49731.2,19251.8,-136135.24,
2016-01-20 04:38:00,-49717.8,19251.8,-136162.1,
2016-01-20 04:39:00,-49677.6,19198,-136148.66,
2016-01-20 04:40:00,-49691,19224.8,-136148.66,
2016-01-20 04:41:00,-49758.2,19251.8,-136135.24,
2016-01-20 04:42:00,-49704.4,19251.8,-136162.1,
2016-01-20 04:43:00,-49758.2,19265.2,-136135.24,
2016-01-20 04:44:00,-49691,19211.4,-136175.52,
2016-01-20 04:45:00,-49999.8,19547.2,-136470.94,
2016-01-20 04:46:00,-49879,19399.4,-136390.36,
2016-01-20 04:47:00,18981,2452.99999999999,50597.6,
2016-01-20 04:48:00,20995.2,2869.40000000002,50597.6,
2016-01-20 04:49:00,21008.6,2842.40000000002,50611,
2016-01-20 04:50:00,21344.2,2412.80000000001,51040.8,
2016-01-20 04:51:00,21478.6,1929.39999999999,51121.4,
2016-01-20 04:52:00,21384.6,2010.00000000002,51054.2,
2016-01-20 04:53:00,21371.2,2023.39999999998,51027.4,
2016-01-20 04:54:00,21357.8,2023.39999999998,51054.2,
2016-01-20 04:55:00,21478.6,1902.60000000002,51161.6,
2016-01-20 04:56:00,21492,1888.99999999998,51161.6,
2016-01-20 04:57:00,21357.8,2010.00000000002,51094.6,
2016-01-20 04:58:00,21438.2,1929.39999999999,51161.6,
2016-01-20 04:59:00,21371.2,1983.00000000002,51081,
2016-01-20 05:00:00,21062.4,2305.40000000001,50812.6,
2016-01-20 05:01:00,21102.6,2251.6,50852.8,
2016-01-20 05:02:00,-49731.2,19332.4,-136188.96,
2016-01-20 05:03:00,-50080.4,19668,-136470.94,
2016-01-20 05:04:00,-50053.6,19654.6,-136564.94,
2016-01-20 05:05:00,-49677.6,19198,-136027.8,
2016-01-20 05:06:00,-49610.4,19117.4,-136014.38,
2016-01-20 05:07:00,-49650.8,19211.4,-136108.38,
2016-01-20 05:08:00,-49650.8,19198,-136121.8,
2016-01-20 05:09:00,-49650.8,19184.6,-136135.24,
2016-01-20 05:10:00,-49637.4,19171.2,-136121.8,
2016-01-20 05:11:00,-49610.4,19171.2,-136054.66,
2016-01-20 05:12:00,-49704.4,19238.4,-136094.96,
2016-01-20 05:13:00,-49623.8,19171.2,-136041.24,
2016-01-20 05:14:00,-49677.6,19238.4,-136121.8,
2016-01-20 05:15:00,-49892.4,19493.4,-136444.08,
2016-01-20 05:16:00,-49825.4,19359.2,-136269.52,
2016-01-20 05:17:00,17329.2,3446.79999999999,50020.2,
2016-01-20 05:18:00,19491.2,3956.99999999999,50691.6,
2016-01-20 05:19:00,19451,4024.20000000001,50691.6,
2016-01-20 05:20:00,19813.4,3527.40000000002,51161.6,
2016-01-20 05:21:00,19853.8,3500.39999999998,51161.6,
2016-01-20 05:22:00,19853.8,3500.39999999998,51161.6,
2016-01-20 05:23:00,19786.6,3527.40000000002,51188.6,
2016-01-20 05:24:00,19800,3513.79999999999,51202,
2016-01-20 05:25:00,19773.2,3527.40000000002,50651.4,
2016-01-20 05:26:00,19746.4,3581.00000000001,50557.4,
2016-01-20 05:27:00,19786.6,3554.19999999999,50597.6,
2016-01-20 05:28:00,19679.2,3621.40000000002,50570.8,
2016-01-20 05:29:00,19786.6,3527.40000000002,50611,
2016-01-20 05:30:00,19531.4,3822.80000000001,50342.6,
2016-01-20 05:31:00,-49570.2,19211.4,-136000.94,
2016-01-20 05:32:00,-49986.4,19601,-136470.94,
2016-01-20 05:33:00,-49999.8,19601,-136390.36,
2016-01-20 05:34:00,-49677.6,19251.8,-136068.1,
2016-01-20 05:35:00,-49623.8,19198,-136081.52,
2016-01-20 05:36:00,-49677.6,19211.4,-136027.8,
2016-01-20 05:37:00,-49704.4,19238.4,-136094.96,
2016-01-20 05:38:00,-49637.4,19171.2,-136041.24,
2016-01-20 05:39:00,-49677.6,19224.8,-136041.24,
2016-01-20 05:40:00,-49691,19251.8,-136068.1,
2016-01-20 05:41:00,-49623.8,19171.2,-136068.1,
2016-01-20 05:42:00,-49677.6,19224.8,-136135.24,
2016-01-20 05:43:00,-49664.2,19211.4,-136068.1,
2016-01-20 05:44:00,-49677.6,19224.8,-136068.1,
2016-01-20 05:45:00,-49879,19480,-136417.22,
2016-01-20 05:46:00,20203,4816.39999999998,51242.2,
2016-01-20 05:47:00,21894.8,4494.19999999998,51121.4,
2016-01-20 05:48:00,21921.8,4413.59999999999,51161.6,
2016-01-20 05:49:00,22244,4010.8,51578,
2016-01-20 05:50:00,22284.2,3983.8,51564.6,
2016-01-20 05:52:00,22217.2,4024.20000000001,51551,
2016-01-20 05:58:00,19947.8,3500.39999999998,51752.6,
