Date,0C Magnetic Field - X ([nT]),0B Magnetic Field - Y ([nT]),0A Magnetic Field - Z ([nT]),
03-13-2015 02:23:00,-10292.8,49575.4,62494.6,
03-13-2015 03:25:00,-10958.8,49920.6,61360.2,
03-13-2015 04:27:00,-10920.8,50538.4,61609,
03-13-2015 05:29:00,-10651,49937.6,61867.8,
03-13-2015 06:31:00,-10644.4,50743.4,61394,
03-13-2015 07:33:00,-10357.8,50204,61775,
03-13-2015 08:35:00,-10616.8,50184.2,60565.6,
03-13-2015 09:37:00,-5510.59999999999,45191.4,66804.2,
03-13-2015 10:39:00,-5815.4,44954.2,67767.4,
03-13-2015 11:41:00,-5756.40000000002,45792.8,68205.8,
03-13-2015 12:43:00,-5552.6,44878.6,67999.4,
03-13-2015 13:45:00,-5155.39999999999,44511.6,68689.6,
03-13-2015 14:47:00,-4788.60000000001,44192.8,69006.8,
03-13-2015 15:49:00,-5188.00000000001,44637,68522.4,
03-13-2015 16:51:00,-4532.39999999999,43434,69498.6,
03-13-2015 17:53:00,-4591.79999999999,43360.2,69290.8,
03-13-2015 18:55:00,-5946.19999999999,45619.8,66979.2,
03-13-2015 19:57:00,-5598.59999999999,45257.2,66988.2,
03-13-2015 20:59:00,-6123.2,45472,65558.8,
03-13-2015 22:01:00,-6203.40000000001,45574.8,65348.6,
03-13-2015 23:03:00,-10115.4,50104.4,61407.2,
03-14-2015 00:05:00,-10266.6,50489.2,59515.2,
03-14-2015 01:07:00,-10179.2,50335.8,59917.8,
03-14-2015 02:09:00,-10166.4,49721.8,60311.6,
03-14-2015 03:11:00,-10144.4,49939,60072.6,
03-14-2015 04:13:00,-10116,51108.8,59509.4,
03-14-2015 05:15:00,-10017.2,50498.6,60136,
03-14-2015 06:17:00,-10229.8,50042.2,60228,
03-14-2015 07:19:00,-9063,48666.6,63337.2,
03-14-2015 08:21:00,-5752.39999999999,45673.6,66236,
03-14-2015 09:23:00,-5049.4,45213.8,68104,
03-14-2015 10:25:00,-5485.00000000001,45143.2,69336,
03-14-2015 11:27:00,-4974.59999999998,45271.6,70053.6,
03-14-2015 12:29:00,-4592.00000000002,43878,70312,
03-14-2015 13:31:00,-4225.2,43431.8,71047,
03-14-2015 14:33:00,-4044.20000000001,42121.4,71488.4,
03-14-2015 15:35:00,-4406,43025.8,70904.2,
03-14-2015 16:37:00,-4414.00000000001,42992.2,71156,
03-14-2015 17:39:00,-4035.79999999999,43226.6,71251.6,
03-14-2015 18:41:00,-4166.8,43802.6,70902.2,
03-14-2015 19:43:00,-4070.00000000002,43047.8,70807.2,
